1.737185303364888966e+00,-1.330744670038559008e+00,-1.740415732013147476e-01,-4.341433805278320790e-01,1.266852498054504395e+00,-2.823423687611715138e+00,3.537829564853323117e-03,5.500387799952327628e-01,2.301962019009253652e-02,1.241897753158154455e-01,3.852427700208999051e-02,1.026084697341827612e+00,-2.469664178188278325e-01,-3.250853784822482218e-01,1.258095684824385996e-01,5.743557997634402001e-02,6.159175070853672995e-01,4.452560206858975633e-02,1.693982866455684411e-01,3.108120585743329167e-02,9.081827819339765018e-01,-4.107082614104743540e-02,-1.773579026454870644e-01,8.561081363385522613e-02,1.576151021387265927e-01,7.254671908512136391e-02,9.614451971019638554e-01,6.086127864367360529e-02,3.018711059499031846e-01,-1.247603471720144519e-01
1.714513574646851390e+00,-1.318765939783315133e+00,-1.770968635013336900e-01,-4.115266875760846821e-01,1.263540163332102173e+00,-2.832922799565761984e+00,1.262295644877279611e-02,5.705604908590935498e-01,2.281327598936747081e-02,1.242699922105861277e-01,5.714924636536884706e-02,1.038380472152538037e+00,-2.468477854800920912e-01,-3.251481101197165047e-01,1.258353485891997026e-01,6.626734534181343006e-02,6.372931229769003281e-01,4.432618912085994900e-02,1.693669392600207213e-01,4.297944215527558370e-02,9.237038153772990645e-01,-4.115825422293111630e-02,-1.772655030467658321e-01,9.639723191829266402e-02,1.685067753148163650e-01,7.407299340874748395e-02,9.645323935381003855e-01,6.187252411421437920e-02,3.052513252945069921e-01,-1.248060158621471516e-01
1.691841845928814037e+00,-1.306787209528071481e+00,-1.801521538013526047e-01,-3.889099946243373407e-01,1.260227828609700174e+00,-2.842421911519808386e+00,2.170808333269226911e-02,5.910822017229542258e-01,2.260693178864240163e-02,1.243502091053568237e-01,7.577421572864770360e-02,1.050676246963248461e+00,-2.467291531413563499e-01,-3.252108417571847876e-01,1.258611286959608055e-01,7.509911070728282623e-02,6.586687388684333566e-01,4.412677617313014861e-02,1.693355918744730015e-01,5.487767845311787573e-02,9.392248488206216273e-01,-4.124568230481479719e-02,-1.771731034480445999e-01,1.071836502027301158e-01,1.793984484909061372e-01,7.559926773237360398e-02,9.676195899742368045e-01,6.288376958475515310e-02,3.086315446391107997e-01,-1.248516845522798235e-01
1.669170117210776461e+00,-1.294808479272827828e+00,-1.832074441013715471e-01,-3.662933016725900548e-01,1.256915493887297952e+00,-2.851921023473855676e+00,3.079321021661174385e-02,6.116039125868151238e-01,2.240058758791733592e-02,1.244304260001275197e-01,9.439918509192656015e-02,1.062972021773959108e+00,-2.466105208026206363e-01,-3.252735733946531260e-01,1.258869088027219363e-01,8.393087607275223627e-02,6.800443547599663852e-01,4.392736322540034821e-02,1.693042444889253095e-01,6.677591475096017470e-02,9.547458822639441900e-01,-4.133311038669847809e-02,-1.770807038493233676e-01,1.179700684871675676e-01,1.902901216669959372e-01,7.712554205599972401e-02,9.707067864103734456e-01,6.389501505529592007e-02,3.120117639837146628e-01,-1.248973532424125371e-01
1.646498388492738885e+00,-1.282829749017584176e+00,-1.862627344013904618e-01,-3.436766087208427134e-01,1.253603159164895731e+00,-2.861420135427902078e+00,3.987833710053121511e-02,6.321256234506757998e-01,2.219424338719227022e-02,1.245106428948982158e-01,1.130241544552054167e-01,1.075267796584669755e+00,-2.464918884638848950e-01,-3.253363050321214089e-01,1.259126889094830115e-01,9.276264143822163244e-02,7.014199706514995247e-01,4.372795027767054782e-02,1.692728971033776175e-01,7.867415104880245980e-02,9.702669157072668638e-01,-4.142053846858215899e-02,-1.769883042506021353e-01,1.287564867716050054e-01,2.011817948430857095e-01,7.865181637962585792e-02,9.737939828465099756e-01,6.490626052583668704e-02,3.153919833283185259e-01,-1.249430219325452229e-01
1.623826659774701531e+00,-1.270851018762340523e+00,-1.893180247014094042e-01,-3.210599157690953165e-01,1.250290824442493731e+00,-2.870919247381948924e+00,4.896346398445069331e-02,6.526473343145365869e-01,2.198789918646720451e-02,1.245908597896689118e-01,1.316491238184842594e-01,1.087563571395380180e+00,-2.463732561251491537e-01,-3.253990366695896919e-01,1.259384690162441423e-01,1.015944068036910564e-01,7.227955865430324423e-01,4.352853732994074742e-02,1.692415497178298978e-01,9.057238734664475877e-02,9.857879491505894265e-01,-4.150796655046583294e-02,-1.768959046518808753e-01,1.395429050560424433e-01,2.120734680191754817e-01,8.017809070325196408e-02,9.768811792826465057e-01,6.591750599637746788e-02,3.187722026729223335e-01,-1.249886906226779226e-01
1.601154931056663955e+00,-1.258872288507096648e+00,-1.923733150014283466e-01,-2.984432228173479751e-01,1.246978489720091510e+00,-2.880418359335995770e+00,5.804859086837016457e-02,6.731690451783973739e-01,2.178155498574213533e-02,1.246710766844395940e-01,1.502740931817631298e-01,1.099859346206090827e+00,-2.462546237864134124e-01,-3.254617683070579748e-01,1.259642491230052452e-01,1.104261721691604525e-01,7.441712024345655818e-01,4.332912438221094009e-02,1.692102023322821780e-01,1.024706236444870439e-01,1.001308982593911878e+00,-4.159539463234951384e-02,-1.768035050531596708e-01,1.503293233404798812e-01,2.229651411952652540e-01,8.170436502687809799e-02,9.799683757187829247e-01,6.692875146691823485e-02,3.221524220175261410e-01,-1.250343593128105946e-01
1.578483202338626379e+00,-1.246893558251852996e+00,-1.954286053014472890e-01,-2.758265298656006337e-01,1.243666154997689510e+00,-2.889917471290042617e+00,6.713371775228964278e-02,6.936907560422580499e-01,2.157521078501707310e-02,1.247512935792103039e-01,1.688990625450419725e-01,1.112155121016801251e+00,-2.461359914476776989e-01,-3.255244999445263132e-01,1.259900292297663760e-01,1.192579375346298487e-01,7.655468183260986104e-01,4.312971143448113276e-02,1.691788549467344860e-01,1.143688599423293428e-01,1.016830016037234552e+00,-4.168282271423320168e-02,-1.767111054544384385e-01,1.611157416249173469e-01,2.338568143713550540e-01,8.323063935050421802e-02,9.830555721549196768e-01,6.793999693745900181e-02,3.255326413621299486e-01,-1.250800280029433220e-01
1.555811473620589025e+00,-1.234914827996609121e+00,-1.984838956014662037e-01,-2.532098369138533478e-01,1.240353820275287289e+00,-2.899416583244089018e+00,7.621884463620910710e-02,7.142124669061189479e-01,2.136886658429200392e-02,1.248315104739809861e-01,1.875240319083208429e-01,1.124450895827511898e+00,-2.460173591089419576e-01,-3.255872315819946516e-01,1.260158093365274512e-01,1.280897029000992449e-01,7.869224342176315279e-01,4.293029848675133237e-02,1.691475075611867662e-01,1.262670962401716279e-01,1.032351049480557226e+00,-4.177025079611688257e-02,-1.766187058557172063e-01,1.719021599093548125e-01,2.447484875474448263e-01,8.475691367413033805e-02,9.861427685910562069e-01,6.895124240799976878e-02,3.289128607067338117e-01,-1.251256966930759940e-01
1.533139744902551449e+00,-1.222936097741365469e+00,-2.015391859014851461e-01,-2.305931439621059509e-01,1.237041485552885067e+00,-2.908915695198136309e+00,8.530397152012859918e-02,7.347341777699796239e-01,2.116252238356693821e-02,1.249117273687516821e-01,2.061490012715996856e-01,1.136746670638222323e+00,-2.458987267702062163e-01,-3.256499632194629346e-01,1.260415894432885542e-01,1.369214682655686688e-01,8.082980501091647785e-01,4.273088553902153197e-02,1.691161601756390465e-01,1.381653325380139130e-01,1.047872082923879677e+00,-4.185767887800056347e-02,-1.765263062569959462e-01,1.826885781937922504e-01,2.556401607235345708e-01,8.628318799775645809e-02,9.892299650271927369e-01,6.996248787854054962e-02,3.322930800513376193e-01,-1.251713653832086937e-01
